year,id_mn_resi,cases
2011,150630.0,3
2011,150635.0,7
2011,150650.0,19
2011,150655.0,8
2011,150658.0,10
2011,150660.0,16
2011,150670.0,27
2011,150680.0,62
2011,150700.0,2
2011,150710.0,1
2011,150715.0,8
2011,150720.0,12
2011,150730.0,89
2011,150740.0,3
2011,150745.0,11
2011,150746.0,2
2011,150747.0,2
2011,150750.0,10
2011,150760.0,12
2011,150770.0,4
2011,150775.0,8
2011,150780.0,19
2011,150790.0,3
2011,150795.0,124
2011,150796.0,1
2011,150800.0,25
2011,150803.0,8
2011,150805.0,6
2011,150808.0,15
2011,150810.0,60
2011,150812.0,39
2011,150815.0,35
2011,150820.0,14
2011,150830.0,6
2011,150835.0,14
2011,150840.0,68
2011,160010.0,4
2011,160015.0,2
2011,160020.0,2
2011,160023.0,1
2011,160027.0,10
2011,160030.0,110
2011,160040.0,7
2011,160050.0,5
2011,160053.0,4
2011,160055.0,1
2011,160060.0,19
2011,160070.0,2
2011,160080.0,1
2011,170025.0,5
2011,170030.0,2
2011,170035.0,5
2011,170040.0,4
2011,170070.0,14
2011,170100.0,4
2011,170110.0,5
2011,170130.0,3
2011,170190.0,3
2011,170200.0,13
2011,170210.0,144
2011,170215.0,3
2011,170220.0,13
2011,170230.0,5
2011,170240.0,3
2011,170255.0,18
2011,170270.0,1
2011,170290.0,13
2011,170300.0,3
2011,170305.0,2
2011,170307.0,1
2011,170310.0,4
2011,170320.0,1
2011,170330.0,4
2011,170370.0,2
2011,170380.0,3
2011,170384.0,4
2011,170386.0,1
2011,170388.0,4
2011,170389.0,5
2011,170390.0,5
2011,170410.0,3
2011,170510.0,6
2011,170550.0,50
2011,170555.0,2
2011,170560.0,3
2011,170600.0,7
2011,170610.0,3
2011,170625.0,2
2011,170650.0,1
2011,170700.0,14
2011,170710.0,6
2011,170720.0,1
2011,170730.0,13
2011,170740.0,7
2011,170755.0,6
2011,170765.0,5
2011,170770.0,5
2011,170820.0,24
2011,170825.0,1
2011,170830.0,8
2011,170900.0,3
2011,170930.0,22
2011,170950.0,99
2011,171050.0,4
2011,171070.0,1
2011,171090.0,1
2011,171110.0,2
2011,171150.0,4
2011,171180.0,1
2011,171190.0,2
2011,171195.0,3
2011,171200.0,7
2011,171215.0,1
2011,171240.0,1
2011,171245.0,1
2011,171250.0,3
2011,171270.0,38
2011,171280.0,1
2011,171320.0,18
2011,171330.0,10
2011,171360.0,2
2011,171370.0,2
2011,171380.0,1
2011,171395.0,2
2011,171420.0,9
2011,171430.0,2
2011,171488.0,6
2011,171510.0,3
2011,171515.0,1
2011,171525.0,2
2011,171570.0,4
2011,171575.0,2
2011,171610.0,36
2011,171620.0,2
2011,171630.0,1
2011,171650.0,5
2011,171660.0,7
2011,171665.0,1
2011,171670.0,1
2011,171700.0,6
2011,171720.0,2
2011,171750.0,1
2011,171790.0,5
2011,171800.0,6
2011,171820.0,37
2011,171840.0,1
2011,171850.0,2
2011,171855.0,17
2011,171870.0,2
2011,171875.0,6
2011,171880.0,3
2011,171884.0,6
2011,171886.0,8
2011,171888.0,3
2011,171890.0,4
2011,172015.0,3
2011,172020.0,4
2011,172025.0,2
2011,172049.0,4
2011,172065.0,5
2011,172080.0,6
2011,172085.0,3
2011,172090.0,1
2011,172097.0,1
2011,172100.0,136
2011,172110.0,4
2011,172120.0,5
2011,172125.0,1
2011,172208.0,3
2011,172210.0,4
2011,210005.0,136
2011,210010.0,1
2011,210015.0,1
2011,210020.0,6
2011,210030.0,5
2011,210040.0,6
2011,210043.0,17
2011,210047.0,31
2011,210050.0,2
2011,210055.0,8
2011,210060.0,18
2011,210070.0,19
2011,210080.0,3
2011,210083.0,4
2011,210087.0,4
2011,210090.0,6
2011,210095.0,23
2011,210100.0,38
2011,210120.0,77
2011,210125.0,6
2011,210130.0,3
2011,210140.0,50
2011,210150.0,27
2011,210160.0,51
2011,210170.0,21
2011,210173.0,1
2011,210177.0,7
2011,210190.0,5
2011,210193.0,3
2011,210197.0,1
2011,210200.0,55
2011,210203.0,22
2011,210207.0,3
2011,210210.0,9
2011,210215.0,7
2011,210220.0,1
2011,210230.0,3
2011,210232.0,31
2011,210235.0,5
2011,210240.0,1
2011,210250.0,7
2011,210255.0,4
2011,210260.0,5
2011,210270.0,30
2011,210275.0,3
2011,210280.0,12
2011,210290.0,1
2011,210300.0,106
2011,210310.0,1
2011,210312.0,1
2011,210315.0,3
2011,210320.0,23
2011,210325.0,6
2011,210330.0,106
2011,210340.0,27
2011,210350.0,6
2011,210355.0,8
2011,210360.0,61
2011,210370.0,5
2011,210375.0,18
2011,210380.0,28
2011,210400.0,14
2011,210405.0,7
2011,210407.0,4
2011,210408.0,1
2011,210409.0,1
2011,210410.0,2
2011,210420.0,2
2011,210440.0,4
2011,210450.0,15
2011,210455.0,32
2011,210460.0,3
2011,210462.0,2
2011,210465.0,9
2011,210467.0,16
2011,210470.0,1
2011,210480.0,46
2011,210490.0,1
2011,210500.0,2
2011,210515.0,20
2011,210520.0,4
2011,210530.0,209
2011,210535.0,4
2011,210540.0,70
2011,210542.0,59
2011,210545.0,2
2011,210547.0,5
2011,210550.0,39
2011,210560.0,7
2011,210565.0,4
2011,210570.0,47
2011,210580.0,4
2011,210590.0,8
2011,210592.0,1
2011,210594.0,11
2011,210596.0,8
2011,210598.0,1
2011,210600.0,12
2011,210610.0,2
2011,210630.0,1
2011,210632.0,12
2011,210635.0,1
2011,210637.0,4
2011,210640.0,4
2011,210650.0,2
2011,210660.0,10
2011,210663.0,3
2011,210670.0,1
2011,210675.0,22
2011,210680.0,3
2011,210690.0,27
2011,210700.0,2
2011,210710.0,3
2011,210720.0,5
2011,210725.0,1
2011,210735.0,8
2011,210740.0,17
2011,210745.0,7
2011,210750.0,49
2011,210760.0,6
2011,210770.0,6
2011,210780.0,5
2011,210790.0,3
2011,210800.0,3
2011,210805.0,11
2011,210810.0,12
2011,210820.0,36
2011,210825.0,3
2011,210830.0,15
2011,210840.0,2
2011,210845.0,8
2011,210850.0,40
2011,210860.0,55
2011,210870.0,3
2011,210880.0,10
2011,210890.0,7
2011,210900.0,9
2011,210905.0,1
2011,210910.0,43
2011,210920.0,9
2011,210923.0,1
2011,210927.0,7
2011,210930.0,2
2011,210940.0,2
2011,210945.0,10
2011,210950.0,9
2011,210955.0,12
2011,210960.0,18
2011,210975.0,2
2011,210980.0,15
2011,210990.0,61
2011,211000.0,113
2011,211003.0,14
2011,211010.0,12
2011,211020.0,17
2011,211023.0,1
2011,211027.0,2
2011,211030.0,12
2011,211040.0,2
2011,211050.0,9
2011,211060.0,6
2011,211070.0,8
2011,211085.0,2
2011,211090.0,11
2011,211100.0,5
2011,211102.0,13
2011,211105.0,1
2011,211107.0,3
2011,211110.0,10
2011,211120.0,101
2011,211125.0,1
2011,211130.0,644
2011,211140.0,17
2011,211150.0,50
2011,211153.0,8
2011,211157.0,1
2011,211160.0,4
2011,211163.0,1
2011,211167.0,2
2011,211170.0,7
2011,211172.0,7
2011,211174.0,4
2011,211176.0,14
2011,211180.0,2
2011,211190.0,2
2011,211200.0,3
2011,211210.0,11
2011,211220.0,142
2011,211223.0,23
2011,211227.0,1
2011,211230.0,18
2011,211240.0,4
2011,211245.0,18
2011,211250.0,8
2011,211260.0,6
2011,211270.0,28
2011,211280.0,10
2011,211285.0,4
2011,211290.0,20
2011,211300.0,26
2011,211400.0,105
2011,220010.0,1
2011,220020.0,1
2011,220027.0,1
2011,220030.0,5
2011,220040.0,23
2011,220045.0,3
2011,220050.0,2
2011,220060.0,3
2011,220090.0,2
2011,220100.0,1
2011,220105.0,1
2011,220110.0,1
2011,220115.0,3
2011,220117.0,1
2011,220120.0,20
2011,220140.0,10
2011,220150.0,3
2011,220157.0,1
2011,220160.0,5
2011,220170.0,1
2011,220177.0,1
2011,220180.0,1
2011,220190.0,17
2011,220191.0,3
2011,220192.0,1
2011,220194.0,1
2011,220196.0,1
2011,220200.0,14
2011,220205.0,4
2011,220209.0,1
2011,220211.0,1
2011,220213.0,1
2011,220217.0,1
2011,220220.0,17
2011,220230.0,12
2011,220245.0,1
2011,220250.0,3
2011,220260.0,7
2011,220265.0,1
2011,220270.0,5
2011,220272.0,1
2011,220273.0,4
2011,220275.0,2
2011,220277.0,9
2011,220290.0,7
2011,220310.0,11
2011,220320.0,3
2011,220327.0,2
2011,220330.0,9
2011,220335.0,2
2011,220340.0,3
2011,220345.0,3
2011,220350.0,4
2011,220360.0,1
2011,220370.0,4
2011,220380.0,7
2011,220390.0,75
2011,220400.0,1
2011,220420.0,1
2011,220430.0,5
2011,220435.0,1
2011,220440.0,1
2011,220450.0,3
2011,220455.0,2
2011,220460.0,3
2011,220470.0,3
2011,220490.0,1
2011,220500.0,2
2011,220510.0,4
2011,220520.0,9
2011,220527.0,1
2011,220530.0,1
2011,220535.0,2
2011,220540.0,1
2011,220545.0,1
2011,220550.0,12
2011,220551.0,2
2011,220552.0,7
2011,220554.0,2
2011,220555.0,2
2011,220570.0,3
2011,220580.0,5
2011,220585.0,1
2011,220590.0,3
2011,220610.0,3
2011,220620.0,31
2011,220640.0,2
2011,220650.0,1
2011,220660.0,2
2011,220665.0,1
2011,220667.0,1
2011,220669.0,1
2011,220670.0,2
2011,220672.0,3
2011,220675.0,2
2011,220680.0,1
2011,220690.0,1
2011,220695.0,1
2011,220700.0,10
2011,220735.0,1
2011,220760.0,6
2011,220770.0,54
2011,220777.0,2
2011,220780.0,5
2011,220790.0,4
2011,220793.0,5
2011,220795.0,1
2011,220800.0,51
2011,220810.0,1
2011,220820.0,6
2011,220830.0,10
2011,220840.0,19
2011,220860.0,1
2011,220880.0,8
2011,220900.0,2
2011,220910.0,2
2011,220915.0,1
2011,220920.0,1
2011,220937.0,1
2011,220940.0,4
2011,220960.0,2
2011,220970.0,1
2011,220985.0,1
2011,220997.0,1
2011,221000.0,26
2011,221005.0,1
2011,221010.0,1
2011,221037.0,3
2011,221039.0,1
2011,221040.0,19
2011,221050.0,3
2011,221060.0,6
2011,221062.0,1
2011,221070.0,4
2011,221080.0,12
2011,221090.0,3
2011,221093.0,1
2011,221100.0,423
2011,221110.0,19
2011,221120.0,9
2011,221130.0,3
2011,221160.0,1
2011,230010.0,1
2011,230015.0,5
2011,230020.0,7
2011,230030.0,14
2011,230040.0,2
2011,230050.0,1
2011,230060.0,1
2011,230070.0,1
2011,230075.0,4
2011,230080.0,3
2011,230090.0,14
2011,230100.0,5
2011,230110.0,2
2011,230125.0,3
2011,230130.0,13
2011,230150.0,2
2011,230160.0,4
2011,230170.0,12
2011,230180.0,1
2011,230185.0,7
2011,230190.0,11
2011,230195.0,2
2011,230200.0,15
2011,230205.0,3
2011,230210.0,2
2011,230220.0,3
2011,230230.0,2
2011,230240.0,4
2011,230250.0,18
2011,230260.0,12
2011,230270.0,7
2011,230280.0,38
2011,230290.0,1
2011,230300.0,6
2011,230310.0,14
2011,230320.0,3
2011,230330.0,10
2011,230350.0,10
2011,230370.0,62
2011,230380.0,22
2011,230390.0,1
2011,230393.0,1
2011,230395.0,1
2011,230400.0,11
2011,230410.0,11
2011,230420.0,39
2011,230425.0,2
2011,230426.0,1
2011,230427.0,1
2011,230428.0,5
2011,230430.0,8
2011,230435.0,6
2011,230440.0,646
2011,230460.0,1
2011,230470.0,3
2011,230480.0,1
2011,230490.0,3
2011,230495.0,4
2011,230520.0,3
2011,230523.0,10
2011,230526.0,3
2011,230530.0,2
2011,230533.0,1
2011,230540.0,27
2011,230550.0,57
2011,230560.0,7
2011,230570.0,10
2011,230580.0,3
2011,230590.0,7
2011,230600.0,1
2011,230610.0,2
2011,230620.0,1
2011,230625.0,20
2011,230630.0,4
2011,230640.0,22
2011,230650.0,4
2011,230655.0,1
2011,230660.0,2
2011,230670.0,2
2011,230690.0,6
2011,230700.0,1
2011,230710.0,3
2011,230730.0,118
2011,230740.0,18
2011,230750.0,14
2011,230760.0,3
2011,230763.0,4
2011,230765.0,84
2011,230770.0,23
2011,230780.0,1
2011,230790.0,6
2011,230800.0,6
2011,230810.0,16
2011,230820.0,2
2011,230830.0,4
2011,230835.0,1
2011,230837.0,3
2011,230840.0,18
2011,230850.0,4
2011,230870.0,19
2011,230890.0,1
2011,230920.0,6
2011,230930.0,17
2011,230940.0,3
2011,230945.0,2
2011,230950.0,8
2011,230960.0,6
2011,230970.0,17
2011,230980.0,2
2011,231010.0,2
2011,231020.0,4
2011,231030.0,12
2011,231040.0,2
2011,231050.0,18
2011,231060.0,2
2011,231070.0,6
2011,231085.0,2
2011,231090.0,3
2011,231110.0,2
2011,231120.0,3
2011,231130.0,17
2011,231135.0,1
2011,231140.0,26
2011,231160.0,3
2011,231170.0,4
2011,231180.0,13
2011,231190.0,6
2011,231200.0,4
2011,231210.0,2
2011,231220.0,8
2011,231240.0,18
2011,231250.0,1
2011,231260.0,2
2011,231270.0,12
2011,231280.0,3
2011,231290.0,88
2011,231300.0,3
2011,231310.0,5
2011,231320.0,10
2011,231330.0,9
2011,231335.0,2
2011,231340.0,2
2011,231350.0,6
2011,231355.0,3
2011,231360.0,1
2011,231370.0,1
2011,231375.0,5
2011,231380.0,15
2011,231390.0,2
2011,231395.0,11
2011,231400.0,13
2011,231410.0,2
2011,240020.0,3
2011,240040.0,1
2011,240050.0,2
2011,240100.0,2
2011,240110.0,2
2011,240130.0,1
2011,240140.0,1
2011,240200.0,2
2011,240220.0,3
2011,240230.0,3
2011,240270.0,1
2011,240300.0,3
2011,240310.0,1
2011,240325.0,11
2011,240330.0,1
2011,240350.0,2
2011,240360.0,3
2011,240375.0,3
2011,240420.0,3
2011,240440.0,2
2011,240450.0,5
2011,240490.0,2
2011,240520.0,2
2011,240550.0,1
2011,240580.0,4
2011,240670.0,2
2011,240700.0,3
2011,240710.0,7
2011,240720.0,3
2011,240740.0,1
2011,240760.0,1
2011,240770.0,3
2011,240780.0,1
2011,240800.0,88
2011,240810.0,48
2011,240820.0,2
2011,240830.0,9
2011,240840.0,2
2011,240870.0,1
2011,240880.0,3
2011,240910.0,1
2011,240930.0,3
2011,240940.0,1
2011,240970.0,1
2011,240980.0,1
2011,241010.0,2
2011,241140.0,3
2011,241150.0,3
2011,241200.0,3
2011,241335.0,1
2011,241400.0,1
2011,241410.0,2
2011,241420.0,1
2011,241450.0,1
2011,241460.0,2
2011,241480.0,1
2011,250010.0,1
2011,250020.0,2
2011,250030.0,2
2011,250040.0,3
2011,250050.0,15
2011,250060.0,3
2011,250070.0,3
2011,250080.0,1
2011,250130.0,5
2011,250140.0,1
2011,250150.0,2
2011,250170.0,1
2011,250180.0,26
2011,250190.0,4
2011,250210.0,2
2011,250220.0,1
2011,250230.0,1
2011,250240.0,11
2011,250250.0,3
2011,250260.0,4
2011,250300.0,4
2011,250320.0,10
2011,250330.0,2
2011,250340.0,3
2011,250355.0,1
2011,250360.0,1
2011,250370.0,50
2011,250380.0,3
2011,250390.0,1
2011,250400.0,83
2011,250403.0,2
2011,250430.0,9
2011,250435.0,1
2011,250440.0,14
2011,250450.0,1
2011,250460.0,10
2011,250470.0,2
2011,250480.0,5
2011,250490.0,1
2011,250520.0,9
2011,250523.0,1
2011,250580.0,2
2011,250600.0,3
2011,250625.0,1
2011,250630.0,16
2011,250640.0,3
2011,250680.0,10
2011,250690.0,5
2011,250700.0,5
2011,250710.0,1
2011,250720.0,1
2011,250730.0,2
2011,250740.0,2
2011,250750.0,115
2011,250770.0,2
2011,250790.0,7
2011,250820.0,2
2011,250830.0,3
2011,250850.0,1
2011,250860.0,2
2011,250870.0,2
2011,250880.0,1
2011,250890.0,12
2011,250905.0,3
2011,250910.0,6
2011,250915.0,2
2011,250920.0,6
2011,250930.0,1
2011,250933.0,3
2011,250940.0,1
2011,250950.0,1
2011,250960.0,1
2011,250970.0,7
2011,250980.0,1
2011,251000.0,1
2011,251020.0,1
2011,251080.0,26
2011,251090.0,1
2011,251110.0,1
2011,251120.0,6
2011,251130.0,3
2011,251170.0,1
2011,251180.0,7
2011,251190.0,1
2011,251210.0,2
2011,251230.0,2
2011,251240.0,2
2011,251250.0,7
2011,251272.0,1
2011,251275.0,1
2011,251276.0,1
2011,251310.0,8
2011,251330.0,1
2011,251350.0,1
2011,251370.0,50
2011,251400.0,4
2011,251420.0,1
2011,251430.0,1
2011,251450.0,1
2011,251460.0,2
2011,251500.0,1
2011,251510.0,2
2011,251530.0,12
2011,251550.0,1
2011,251580.0,1
2011,251593.0,1
2011,251600.0,2
2011,251620.0,17
2011,251630.0,1
2011,251640.0,1
2011,251690.0,1
2011,251700.0,1
2011,260005.0,39
2011,260010.0,7
2011,260020.0,3
2011,260030.0,3
2011,260040.0,2
2011,260050.0,4
2011,260060.0,1
2011,260070.0,6
2011,260080.0,2
2011,260090.0,2
2011,260100.0,2
2011,260105.0,6
2011,260110.0,33
2011,260120.0,13
2011,260140.0,1
2011,260170.0,22
2011,260190.0,6
2011,260200.0,8
2011,260210.0,4
2011,260220.0,3
2011,260230.0,12
2011,260250.0,1
2011,260260.0,2
2011,260270.0,3
2011,260290.0,118
2011,260300.0,15
2011,260310.0,2
2011,260320.0,1
2011,260330.0,2
2011,260340.0,1
2011,260345.0,37
2011,260370.0,6
2011,260380.0,1
2011,260390.0,7
2011,260392.0,1
2011,260400.0,11
2011,260410.0,22
2011,260415.0,1
2011,260420.0,4
2011,260440.0,1
2011,260450.0,7
2011,260460.0,11
2011,260470.0,2
2011,260480.0,2
2011,260500.0,9
2011,260510.0,8
2011,260515.0,1
2011,260520.0,15
2011,260530.0,12
2011,260540.0,4
2011,260545.0,1
2011,260550.0,1
2011,260560.0,2
2011,260570.0,11
2011,260580.0,1
2011,260600.0,6
2011,260610.0,9
2011,260620.0,39
2011,260640.0,27
2011,260650.0,1
2011,260660.0,2
2011,260680.0,75
2011,260720.0,30
2011,260730.0,5
2011,260740.0,1
2011,260750.0,1
2011,260760.0,13
2011,260765.0,14
2011,260770.0,1
2011,260775.0,16
2011,260780.0,1
2011,260790.0,240
2011,260795.0,1
2011,260805.0,2
2011,260810.0,6
2011,260830.0,1
2011,260845.0,3
2011,260850.0,2
2011,260860.0,2
2011,260870.0,5
2011,260875.0,14
2011,260880.0,1
2011,260890.0,13
2011,260900.0,3
2011,260910.0,2
2011,260915.0,3
2011,260920.0,1
2011,260940.0,26
2011,260950.0,8
2011,260960.0,232
2011,260970.0,1
2011,260990.0,39
2011,261000.0,6
2011,261020.0,1
2011,261040.0,1
2011,261050.0,2
2011,261060.0,11
2011,261070.0,114
2011,261080.0,3
2011,261090.0,6
2011,261100.0,15
2011,261110.0,171
2011,261130.0,10
2011,261140.0,1
2011,261150.0,7
2011,261160.0,790
2011,261180.0,3
2011,261190.0,5
2011,261200.0,1
2011,261220.0,37
2011,261230.0,1
2011,261240.0,3
2011,261245.0,1
2011,261250.0,2
2011,261255.0,1
2011,261260.0,11
2011,261270.0,1
2011,261280.0,1
2011,261290.0,2
2011,261310.0,9
2011,261320.0,3
2011,261330.0,2
2011,261340.0,8
2011,261350.0,6
2011,261360.0,5
2011,261370.0,34
2011,261390.0,11
2011,261400.0,2
2011,261410.0,9
2011,261420.0,8
2011,261430.0,2
2011,261450.0,8
2011,261460.0,4
2011,261480.0,2
2011,261485.0,5
2011,261500.0,3
2011,261510.0,1
2011,261520.0,2
2011,261530.0,9
2011,261540.0,2
2011,261550.0,3
2011,261560.0,30
2011,261570.0,2
2011,261600.0,1
2011,261610.0,4
2011,261618.0,1
2011,261620.0,1
2011,261630.0,2
2011,261640.0,35
2011,270010.0,1
2011,270020.0,1
2011,270030.0,32
2011,270040.0,4
2011,270050.0,1
2011,270060.0,3
2011,270070.0,1
2011,270110.0,3
2011,270130.0,2
2011,270170.0,2
2011,270210.0,1
2011,270220.0,1
2011,270230.0,7
2011,270235.0,4
2011,270240.0,19
2011,270250.0,1
2011,270255.0,1
2011,270260.0,1
2011,270290.0,1
2011,270310.0,2
2011,270320.0,3
2011,270330.0,1
2011,270350.0,1
2011,270370.0,5
2011,270380.0,1
2011,270400.0,3
2011,270410.0,1
2011,270430.0,110
2011,270440.0,11
2011,270450.0,9
2011,270470.0,5
2011,270500.0,3
2011,270520.0,1
2011,270550.0,3
2011,270560.0,1
2011,270570.0,4
2011,270580.0,3
2011,270630.0,8
2011,270640.0,1
2011,270642.0,5
2011,270644.0,1
2011,270660.0,1
2011,270670.0,19
2011,270680.0,1
2011,270690.0,8
2011,270720.0,2
2011,270730.0,1
2011,270770.0,6
2011,270780.0,1
2011,270800.0,41
2011,270830.0,2
2011,270860.0,3
2011,270880.0,1
2011,270890.0,3
2011,270895.0,2
2011,270910.0,1
2011,270915.0,8
2011,270930.0,23
2011,270940.0,2
2011,280010.0,2
2011,280020.0,3
2011,280030.0,134
2011,280040.0,1
2011,280050.0,5
2011,280060.0,5
2011,280067.0,4
2011,280100.0,14
2011,280110.0,1
2011,280120.0,4
2011,280130.0,5
2011,280140.0,2
2011,280150.0,4
2011,280170.0,1
2011,280210.0,6
2011,280250.0,1
2011,280260.0,2
2011,280280.0,8
2011,280290.0,41
2011,280300.0,1
2011,280320.0,5
2011,280330.0,4
2011,280340.0,2
2011,280350.0,21
2011,280360.0,2
2011,280400.0,1
2011,280410.0,1
2011,280420.0,3
2011,280440.0,1
2011,280450.0,4
2011,280460.0,4
2011,280470.0,1
2011,280480.0,43
2011,280500.0,1
2011,280510.0,1
2011,280520.0,5
2011,280530.0,4
2011,280540.0,21
2011,280550.0,11
2011,280560.0,1
2011,280570.0,8
2011,280590.0,2
2011,280620.0,1
2011,280660.0,5
2011,280670.0,20
2011,280680.0,2
2011,280700.0,1
2011,280710.0,9
2011,280720.0,1
2011,280740.0,8
2011,280760.0,5
2011,290000.0,1
2011,290030.0,1
2011,290040.0,2
2011,290070.0,31
2011,290080.0,18
2011,290090.0,2
2011,290120.0,2
2011,290130.0,8
2011,290140.0,3
2011,290150.0,1
2011,290160.0,1
2011,290180.0,1
2011,290200.0,2
2011,290205.0,2
2011,290210.0,19
2011,290225.0,2
2011,290240.0,1
2011,290250.0,1
2011,290260.0,2
2011,290265.0,1
2011,290270.0,37
2011,290280.0,2
2011,290290.0,11
2011,290300.0,2
2011,290310.0,2
2011,290320.0,120
2011,290323.0,1
2011,290327.0,2
2011,290340.0,8
2011,290380.0,2
2011,290390.0,40
2011,290405.0,2
2011,290410.0,3
2011,290440.0,1
2011,290450.0,3
2011,290460.0,23
2011,290470.0,3
2011,290475.0,13
2011,290490.0,1
2011,290500.0,5
2011,290520.0,2
2011,290530.0,8
2011,290550.0,1
2011,290560.0,12
2011,290570.0,54
2011,290580.0,2
2011,290590.0,6
2011,290600.0,17
2011,290620.0,2
2011,290630.0,7
2011,290650.0,10
2011,290670.0,10
2011,290680.0,1
2011,290687.0,9
2011,290710.0,5
2011,290720.0,24
2011,290730.0,6
2011,290750.0,8
2011,290760.0,8
2011,290800.0,2
2011,290810.0,2
2011,290830.0,1
2011,290840.0,8
2011,290890.0,3
